"Id","AB_Thorn","AB_W_Thorn","Nar","Cal","cal_riosu_zr","Na_un_cusal","Na_un_cusba","srtm","slope","intDrain","extDrain","effDepth","trmm_0","trmm_1","trmm_2","trmm_3","tempAvg_0","tempRang_0","PrecAcc_0","tempAvg_1","tempRang_1","PrecAcc_1","tempAvg_2","tempRang_2","PrecAcc_2","tempAvg_3","tempRang_3","PrecAcc_3","Yield","Yield_2","Region"
362,1,0,0,1,0,0,0,2051,11,3,2,67,4.3910539,3.882,7.257728033,11.103663,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,0.32738,0.314706606091931,"Narinho"
363,1,1,0,0,0,0,1,2307,36,2,3,70,3.352851,1.760601497,4.2564051,5.2685029,14.5,8,131,14.4,7.6,187,143,74,294,143,73,359,0.32857,0.0845502894371748,"Narinho"
364,1,1,0,0,0,0,1,2307,36,2,3,70,1.125383167,4.006805267,4.5879162,3.550940333,14.9,8.4,197,14.8,7.6,224,149,72,333,142,75,314,0.33095,0.258779844036326,"Narinho"
365,0,0,0,1,0,0,0,2001,11,3,2,65,6.348,4.744,10.76607887,9.8553468,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.33333,0.407342829508707,"Narinho"
366,0,0,0,1,0,0,0,1958,13,3,2,66,2.935277567,2.609473233,3.4390539,4.406,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.3373,0.888783277478069,"Narinho"
367,1,1,0,0,0,0,1,2307,36,2,3,70,3.198423433,0.505885133,3.169303,1.818941397,15,7.9,233,14.8,8.1,164,145,80,131,144,76,187,0.3381,0.113860054174438,"Narinho"
368,1,0,0,1,0,0,0,2051,11,3,2,67,2.882,7.9504142,11.33875483,5.016660233,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,0.33929,0.326858217362314,"Narinho"
369,1,0,0,0,0,1,0,2010,9,3,2,37,1.4639445,2.991369667,2.985789233,0.4490539,17,9.6,50,17.2,9.2,166,171,91,205,170,93,164,0.34026,0.0171375914942473,"Narinho"
370,0,0,0,1,0,0,0,2001,11,3,2,65,1.4639445,2.991369667,2.985789233,0.4490539,17.3,9.7,54,17.4,9.3,162,176,92,202,174,93,161,0.34127,0.140510743716732,"Narinho"
371,0,0,0,1,0,0,0,1958,13,3,2,66,4.962,10.89134387,9.5120818,1.875124,17.1,9.2,145,16.6,8.6,211,165,85,296,169,95,266,0.34127,0.213567239232361,"Narinho"
372,0,0,0,1,0,0,0,1958,13,3,2,66,6.584,8.260950333,10.5557529,6.312722433,17.1,9.2,145,16.6,8.6,211,165,85,296,169,95,266,0.34524,0.82749011949636,"Narinho"
373,1,0,0,1,0,0,0,2051,11,3,2,67,6.348,7.05,10.1814147,8.134010967,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,0.35119,0.360004261601716,"Narinho"
374,0,0,0,1,0,0,0,1958,13,3,2,66,2.991369667,2.985789233,0.4490539,6.348,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.35317,0.981812133220956,"Narinho"
375,1,0,0,1,0,0,0,2051,11,3,2,67,1.3600291,6.3102833,3.37,10.0386372,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,0.35714,0.68348007556051,"Narinho"
376,1,0,0,1,0,0,0,2051,11,3,2,67,6.146,7.802775733,10.7557842,6.078865733,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,0.35714,0.852764151524752,"Narinho"
377,0,0,0,1,0,0,0,1958,13,3,2,66,3.28,7.9242132,10.90207383,5.543542233,17.1,9.2,145,16.6,8.6,211,165,85,296,169,95,266,0.35714,0.557960629928857,"Narinho"
378,0,0,0,1,0,0,0,1958,13,3,2,66,1.858177233,3.979479267,0.7303236,6.248,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.36111,0.288432960398495,"Narinho"
379,1,1,0,0,0,0,1,2307,36,2,3,70,2.7909908,2.080983197,5.3748122,3.8231898,14.5,8,131,14.4,7.6,187,143,74,294,143,73,359,0.3619,0.912028743652627,"Narinho"
380,1,0,0,1,0,0,0,2051,11,3,2,67,0.6325127,6.348,4.744,10.76607887,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,0.3631,0.0734732018318027,"Narinho"
381,0,0,0,1,0,0,0,2001,11,3,2,65,1.4694094,2.858602567,2.564875533,4.8050539,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.36508,0.642424364574254,"Narinho"
382,0,0,0,1,0,0,0,1958,13,3,2,66,3.698,10.16289523,7.4350588,5.804896933,17.1,9.2,145,16.6,8.6,211,165,85,296,169,95,266,0.36905,0.105210391106084,"Narinho"
383,1,1,0,0,0,0,1,2307,36,2,3,70,3.7957019,2.708897967,1.2617441,1.090431367,14.3,7.3,359,14.6,8,248,147,81,204,149,84,197,0.36905,0.649880156852305,"Narinho"
384,1,1,0,0,0,0,1,2307,36,2,3,70,1.490694767,1.018937,4.036146067,4.423865,14.7,8.1,204,14.9,8.4,197,148,76,224,149,72,333,0.37381,0.949798057088628,"Narinho"
385,1,1,0,0,0,0,1,2307,36,2,3,70,4.457345197,1.402927133,1.4770781,2.8522697,14.2,7.5,314,15,7.9,233,148,81,164,145,80,131,0.37381,0.409232334699482,"Narinho"
386,1,0,0,0,0,1,0,2010,9,3,2,37,1.4694094,2.858602567,2.564875533,4.8050539,17.2,9.2,166,17.1,9.1,205,170,93,164,167,91,149,0.37662,0.842260397272184,"Narinho"
387,1,0,0,0,0,1,0,2146,15,3,2,70,0.4490539,6.348,7.576,10.1728177,15.8,9.2,184,15.5,8.9,161,155,92,165,152,86,227,0.38095,0.434610188938677,"Narinho"
388,1,1,0,0,0,0,1,2307,36,2,3,70,1.4904492,1.006705167,3.559744267,4.7913762,14.7,8.1,204,14.9,8.4,197,148,76,224,149,72,333,0.38333,0.592070412822068,"Narinho"
389,1,1,0,0,0,0,1,2307,36,2,3,70,1.4504941,1.279280867,3.553902267,3.436973633,14.7,8.1,204,14.9,8.4,197,148,76,224,149,72,333,0.38571,0.402548207435757,"Narinho"
390,1,0,0,1,0,0,0,2051,11,3,2,67,0.4490539,6.348,7.576,10.1728177,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,0.39286,0.282680277712643,"Narinho"
391,0,0,0,1,0,0,0,2001,11,3,2,65,1.6196872,1.858177233,3.979479267,0.7303236,17.3,9.7,54,17.4,9.3,162,176,92,202,174,93,161,0.39683,0.342573970323429,"Narinho"
392,0,0,0,1,0,0,0,1958,13,3,2,66,3.466876267,1.3041268,6.0431731,3.364,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.39683,0.6887953937985,"Narinho"
393,1,1,0,0,0,0,1,2307,36,2,3,70,4.4940516,1.006065133,2.638219167,2.034713133,14.2,7.5,314,15,7.9,233,148,81,164,145,80,131,0.41667,0.110247534932569,"Narinho"
394,1,1,0,0,0,0,1,2307,36,2,3,70,1.292576267,3.525988867,4.457657933,3.145616267,14.9,8.4,197,14.8,7.6,224,149,72,333,142,75,314,0.41905,0.545850593596697,"Narinho"
395,0,0,0,1,0,0,0,2001,11,3,2,65,6.3102833,3.37,10.0386372,7.588656533,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.42857,0.747848123079166,"Narinho"
396,1,1,0,0,0,0,1,2307,36,2,3,70,3.400791433,1.587395297,5.578074733,3.818012967,14.5,8,131,14.4,7.6,187,143,74,294,143,73,359,0.43095,0.580991215305403,"Narinho"
397,1,0,0,0,0,1,0,2146,15,3,2,70,0.6325127,6.348,4.744,10.76607887,15.8,9.2,184,15.5,8.9,161,155,92,165,152,86,227,0.46131,0.0970658978912979,"Narinho"
398,0,0,0,1,0,0,0,1958,13,3,2,66,4.064582967,0.7303236,6.248,3.836,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.47619,0.892642590682954,"Narinho"
399,1,0,0,0,0,1,0,1892,12,3,2,29,2.935277567,2.609473233,3.4390539,4.406,17.7,9.1,204,17.6,9.3,161,172,91,146,171,91,143,0.48052,0.0275041437707841,"Narinho"
400,0,0,0,1,0,0,0,1958,13,3,2,66,3.4390539,4.406,7.590515833,10.8790832,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.4881,0.952321967575699,"Narinho"
401,1,0,0,0,0,1,0,2010,9,3,2,37,2.882,7.9504142,11.33875483,5.016660233,16.6,9.1,148,16.2,8.5,212,162,84,300,167,94,274,0.48831,0.892474402906373,"Narinho"
402,0,0,0,1,0,0,0,2001,11,3,2,65,4.7677761,3.468,7.483230533,10.8781605,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.49206,0.337410332635045,"Narinho"
403,1,1,0,0,0,0,1,2307,36,2,3,70,1.594145567,3.539792667,3.266171933,4.096487167,14.9,8.4,197,14.8,7.6,224,149,72,333,142,75,314,0.51429,0.572985533857718,"Narinho"
404,1,1,0,0,0,0,1,2307,36,2,3,70,3.766939667,5.1590607,3.039027833,3.319416237,14.8,7.6,224,14.9,7.2,333,142,75,314,150,79,233,0.51667,0.967259039403871,"Narinho"
405,0,0,0,1,0,0,0,2001,11,3,2,65,2.935277567,2.609473233,3.4390539,4.406,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.52381,0.256663203937933,"Narinho"
406,1,0,0,0,0,1,0,2010,9,3,2,37,2.991369667,2.985789233,0.4490539,6.348,17.2,9.2,166,17.1,9.1,205,170,93,164,167,91,149,0.52468,0.786471917293966,"Narinho"
407,1,0,0,1,0,0,0,2058,16,3,2,41,2.991369667,2.985789233,0.4490539,6.348,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.54167,0.215877982089296,"Narinho"
408,0,0,0,1,0,0,0,1958,13,3,2,66,6.348,6.654,10.3819792,8.329446467,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.54762,0.66351655870676,"Narinho"
409,1,0,0,0,0,1,0,2146,15,3,2,70,1.3600291,6.3102833,3.37,10.0386372,15.8,9.2,184,15.5,8.9,161,155,92,165,152,86,227,0.54762,0.526557657402009,"Narinho"
410,1,0,0,0,0,1,0,2146,15,3,2,70,1.4694094,2.858602567,2.564875533,4.8050539,15.9,9.1,160,16,9,205,158,92,184,155,89,161,0.5506,0.438472235575318,"Narinho"
411,0,0,0,1,0,0,0,1958,13,3,2,66,3.546941767,0.4490539,6.348,6.654,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.5754,0.0835985108278692,"Narinho"
412,1,0,0,0,0,1,0,2146,15,3,2,70,1.4649276,2.962672267,2.979938333,0.4490539,15.9,9.1,160,16,9,205,158,92,184,155,89,161,0.57738,0.825040420051664,"Narinho"
413,1,0,1,0,0,0,0,2062,13,3,2,70,1.4639445,2.991369667,2.985789233,0.4490539,17,9.6,49,17.2,9.2,159,171,91,201,170,93,163,0.58333,0.94992285175249,"Narinho"
414,1,0,0,0,0,1,0,2146,15,3,2,70,0.881645003,1.4238562,2.937950467,2.867430433,15.6,9.3,39,15.9,9.1,160,160,90,205,158,92,184,0.58631,0.709925032686442,"Narinho"
415,1,0,0,0,0,1,0,2146,15,3,2,70,1.6538384,1.887321833,4.018048667,0.6284584,15.6,9.3,39,15.9,9.1,160,160,90,205,158,92,184,0.58929,0.892825693357736,"Narinho"
416,1,0,0,0,0,1,0,2146,15,3,2,70,1.517618,4.7677761,3.468,7.483230533,15.8,9.2,184,15.5,8.9,161,155,92,165,152,86,227,0.59226,0.74998297682032,"Narinho"
417,1,0,0,1,0,0,0,2058,16,3,2,41,0.4490539,6.348,7.576,10.1728177,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.59524,0.222100772894919,"Narinho"
418,1,0,0,0,0,1,0,2146,15,3,2,70,4.064582967,0.7303236,6.248,3.836,16,9,205,15.8,9.2,184,155,89,161,155,92,165,0.59524,0.00129971164278686,"Narinho"
419,1,0,0,0,0,1,0,2010,9,3,2,37,6.146,7.802775733,10.7557842,6.078865733,16.6,9.1,148,16.2,8.5,212,162,84,300,167,94,274,0.6,0.152089002076536,"Narinho"
420,1,0,0,0,0,1,0,2146,15,3,2,70,3.546941767,0.4490539,6.348,6.654,16,9,205,15.8,9.2,184,155,89,161,155,92,165,0.60417,0.891240152530372,"Narinho"
421,1,0,0,1,0,0,0,2058,16,3,2,41,0.6325127,6.348,4.744,10.76607887,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.60714,0.928375731920823,"Narinho"
422,0,0,0,1,0,0,0,1958,13,3,2,66,6.248,3.836,10.90714687,8.0385618,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.61111,0.971289417007938,"Narinho"
423,1,0,0,0,0,1,0,2146,15,3,2,70,1.858177233,3.979479267,0.7303236,6.248,15.9,9.1,160,16,9,205,158,92,184,155,89,161,0.6131,0.816419342998415,"Narinho"
424,1,0,0,0,0,1,0,2146,15,3,2,70,1.7840713,1.683351333,3.725920667,1.1598462,15.6,9.3,39,15.9,9.1,160,160,90,205,158,92,184,0.625,0.0252223813440651,"Narinho"
425,0,0,0,1,0,0,0,2001,11,3,2,65,3.466876267,1.3041268,6.0431731,3.364,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.63492,0.743965905392542,"Narinho"
426,0,0,0,1,0,0,0,2001,11,3,2,65,0.5387561,6.348,4.962,10.89134387,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.63492,0.910866864025593,"Narinho"
427,1,0,0,0,0,1,0,2146,15,3,2,70,3.466876267,1.3041268,6.0431731,3.364,16,9,205,15.8,9.2,184,155,89,161,155,92,165,0.63988,0.699879202526063,"Narinho"
428,0,0,0,1,0,0,0,2001,11,3,2,65,0.4490539,6.584,7.498,10.69884203,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.64286,0.67563065700233,"Narinho"
429,0,0,0,1,0,0,0,1958,13,3,2,66,6.0431731,3.364,7.072296533,10.9428725,17.2,9.2,148,17.1,9.2,145,166,86,211,165,85,296,0.65873,0.661350002279505,"Narinho"
430,1,0,1,0,0,0,0,2062,13,3,2,70,1.6196872,1.858177233,3.979479267,0.7303236,17,9.6,49,17.2,9.2,159,171,91,201,170,93,163,0.66071,0.810575008625165,"Narinho"
431,0,0,0,1,0,0,0,2001,11,3,2,65,4.064582967,0.7303236,6.248,3.836,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.6746,0.263768047327176,"Narinho"
432,0,0,0,1,0,0,0,1958,13,3,2,66,0.7303236,6.248,4.596,10.73220073,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.71032,0.823177231941372,"Narinho"
433,0,0,0,1,0,0,0,2001,11,3,2,65,0.8295462,6.2721453,3.698,10.16289523,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.71429,0.811319939559326,"Narinho"
434,1,0,0,0,0,1,0,2010,9,3,2,37,1.858177233,3.979479267,0.7303236,6.248,17.2,9.2,166,17.1,9.1,205,170,93,164,167,91,149,0.72208,0.613612439483404,"Narinho"
435,1,0,0,0,1,0,0,2037,11,3,2,67,1.4639445,2.991369667,2.985789233,0.4490539,17,9.6,49,17.2,9.2,159,171,91,201,170,93,163,0.74048,0.041980083566159,"Narinho"
436,1,0,0,0,1,0,0,2037,11,3,2,67,2.935277567,2.609473233,3.4390539,4.406,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,0.75476,0.291926189558581,"Narinho"
437,1,0,1,0,0,0,0,2062,13,3,2,70,3.466876267,1.3041268,6.0431731,3.364,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,0.7619,0.262079105479643,"Narinho"
438,1,0,1,0,0,0,0,2062,13,3,2,70,1.4694094,2.858602567,2.564875533,4.8050539,17.2,9.2,159,17.1,9.1,201,170,93,163,167,91,149,0.76786,0.0315236130263656,"Narinho"
439,1,0,0,0,0,1,0,2146,15,3,2,70,2.991369667,2.985789233,0.4490539,6.348,15.9,9.1,160,16,9,205,158,92,184,155,89,161,0.77083,0.0267358319833875,"Narinho"
440,1,0,0,0,0,1,0,2010,9,3,2,37,6.348,7.05,10.1814147,8.134010967,16.7,9.1,149,16.6,9.1,148,162,85,212,162,84,300,0.78182,0.259710295125842,"Narinho"
441,0,0,0,1,0,0,0,2001,11,3,2,65,3.546941767,0.4490539,6.348,6.654,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.78571,0.255183188477531,"Narinho"
442,0,0,0,1,0,0,0,1958,13,3,2,66,0.4490539,6.348,7.314,10.120367,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.78571,0.65514531545341,"Narinho"
443,1,0,0,1,0,0,0,2058,16,3,2,41,1.3600291,6.3102833,3.37,10.0386372,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.79167,0.667365395231172,"Narinho"
444,1,0,0,0,0,1,0,2146,15,3,2,70,1.380571703,1.516454,3.9261792,1.3150905,15.6,9.3,39,15.9,9.1,160,160,90,205,158,92,184,0.79167,0.603609725600109,"Narinho"
445,0,0,0,1,0,0,0,1958,13,3,2,66,2.564875533,4.8050539,3.468,7.483230533,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.79365,0.465293596964329,"Narinho"
446,0,0,0,1,0,0,0,2001,11,3,2,65,1.3808654,4.7960552,3.28,7.9242132,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.80952,0.99744678591378,"Narinho"
447,1,0,0,1,0,0,0,2058,16,3,2,41,1.517618,4.7677761,3.468,7.483230533,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.80952,0.800589529564604,"Narinho"
448,1,0,0,0,1,0,0,2037,11,3,2,67,3.466876267,1.3041268,6.0431731,3.364,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,0.81905,0.276359557174146,"Narinho"
449,1,0,0,0,1,0,0,2037,11,3,2,67,1.6196872,1.858177233,3.979479267,0.7303236,17,9.6,49,17.2,9.2,159,171,91,201,170,93,163,0.82619,0.0624612115789205,"Narinho"
450,1,0,0,1,0,0,0,2058,16,3,2,41,2.935277567,2.609473233,3.4390539,4.406,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.82738,0.879215301247314,"Narinho"
451,1,0,0,0,0,1,0,2146,15,3,2,70,2.935277567,2.609473233,3.4390539,4.406,16,9,205,15.8,9.2,184,155,89,161,155,92,165,0.85714,0.846638109534979,"Narinho"
452,0,0,0,1,0,0,0,2001,11,3,2,65,2.780262133,0.4490539,6.584,8.260950333,17.4,9.3,161,17.2,9.2,148,171,92,145,166,86,211,0.87302,0.446546118473634,"Narinho"
453,1,0,0,1,0,0,0,2058,16,3,2,41,3.466876267,1.3041268,6.0431731,3.364,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.88095,0.282276526093483,"Narinho"
454,1,0,1,0,0,0,0,2062,13,3,2,70,2.991369667,2.985789233,0.4490539,6.348,17.2,9.2,159,17.1,9.1,201,170,93,163,167,91,149,0.8869,0.212965590180829,"Narinho"
455,1,0,0,1,0,0,0,2058,16,3,2,41,3.546941767,0.4490539,6.348,6.654,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,0.92262,0.584557082038373,"Narinho"
456,1,0,0,0,0,1,0,2010,9,3,2,37,6.248,4.596,10.51672053,9.1327058,16.7,9.1,149,16.6,9.1,148,162,85,212,162,84,300,0.93247,0.0483496831730008,"Narinho"
457,1,0,0,0,0,1,0,2010,9,3,2,37,6.4232637,3.22,7.1268142,10.59835483,16.7,9.1,149,16.6,9.1,148,162,85,212,162,84,300,0.97662,0.874318835092708,"Narinho"
458,1,0,1,0,0,0,0,2062,13,3,2,70,2.935277567,2.609473233,3.4390539,4.406,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,0.9881,0.734331855783239,"Narinho"
459,1,0,0,0,0,1,0,2010,9,3,2,37,3.466876267,1.3041268,6.0431731,3.364,17.1,9.1,205,17,9.3,164,167,91,149,166,91,148,0.98961,0.240442984737456,"Narinho"
460,1,0,0,0,1,0,0,2037,11,3,2,67,1.517618,4.7677761,3.468,7.483230533,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.00238,0.589255498722196,"Narinho"
461,1,0,0,0,1,0,0,2037,11,3,2,67,4.064582967,0.7303236,6.248,3.836,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,1.00476,0.0333238453604281,"Narinho"
462,1,0,0,0,0,1,0,2010,9,3,2,37,2.935277567,2.609473233,3.4390539,4.406,17.1,9.1,205,17,9.3,164,167,91,149,166,91,148,1.01039,0.657164608826861,"Narinho"
463,1,0,0,0,0,1,0,2010,9,3,2,37,4.3910539,3.882,7.257728033,11.103663,16.7,9.1,149,16.6,9.1,148,162,85,212,162,84,300,1.01299,0.885182352503762,"Narinho"
464,1,0,0,0,1,0,0,2037,11,3,2,67,2.882,7.9504142,11.33875483,5.016660233,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,1.02857,0.243593866936862,"Narinho"
465,1,0,0,0,0,1,0,2010,9,3,2,37,0.4490539,6.348,7.576,10.1728177,17,9.3,164,16.7,9.1,149,166,91,148,162,85,212,1.05974,0.430881993612275,"Narinho"
466,1,0,0,0,1,0,0,2037,11,3,2,67,3.546941767,0.4490539,6.348,6.654,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,1.08095,0.812947769882157,"Narinho"
467,1,0,0,0,1,0,0,2037,11,3,2,67,1.3600291,6.3102833,3.37,10.0386372,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.10714,0.913064825581387,"Narinho"
468,1,0,0,1,0,0,0,2058,16,3,2,41,4.064582967,0.7303236,6.248,3.836,17.6,9.2,202,17.4,9.3,161,172,92,148,171,92,145,1.1131,0.10604878840968,"Narinho"
469,1,0,1,0,0,0,0,2062,13,3,2,70,1.858177233,3.979479267,0.7303236,6.248,17.2,9.2,159,17.1,9.1,201,170,93,163,167,91,149,1.11905,0.453876956598833,"Narinho"
470,1,0,0,0,0,1,0,2010,9,3,2,37,4.064582967,0.7303236,6.248,3.836,17.1,9.1,205,17,9.3,164,167,91,149,166,91,148,1.18182,0.238000908400863,"Narinho"
471,1,0,0,0,1,0,0,2037,11,3,2,67,6.146,7.802775733,10.7557842,6.078865733,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,1.21905,0.0931854294613004,"Narinho"
472,1,0,0,0,0,1,0,2010,9,3,2,37,1.517618,4.7677761,3.468,7.483230533,17,9.3,164,16.7,9.1,149,166,91,148,162,85,212,1.23896,0.136295426636934,"Narinho"
473,1,0,0,0,0,1,0,2010,9,3,2,37,1.3600291,6.3102833,3.37,10.0386372,17,9.3,164,16.7,9.1,149,166,91,148,162,85,212,1.27013,0.609014373039827,"Narinho"
474,1,0,0,0,0,1,0,2010,9,3,2,37,0.6325127,6.348,4.744,10.76607887,17,9.3,164,16.7,9.1,149,166,91,148,162,85,212,1.3039,0.676714066881686,"Narinho"
475,1,0,0,0,0,1,0,2010,9,3,2,37,3.546941767,0.4490539,6.348,6.654,17.1,9.1,205,17,9.3,164,167,91,149,166,91,148,1.31169,0.236453789286315,"Narinho"
476,1,0,0,0,1,0,0,2037,11,3,2,67,3.786,10.66023523,7.0196771,5.874637333,16.7,9.2,149,16.3,8.6,214,162,85,302,167,96,269,1.32381,0.683281884994358,"Narinho"
477,1,0,0,0,1,0,0,2037,11,3,2,67,0.6325127,6.348,4.744,10.76607887,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.42381,0.523097908357158,"Narinho"
478,1,0,0,0,1,0,0,2037,11,3,2,67,6.348,7.05,10.1814147,8.134010967,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,1.42857,0.606187010882422,"Narinho"
479,1,0,0,0,1,0,0,2037,11,3,2,67,0.4490539,6.348,7.576,10.1728177,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.43095,0.8522919556126,"Narinho"
480,1,0,0,0,1,0,0,2037,11,3,2,67,6.248,4.596,10.51672053,9.1327058,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,1.50714,0.312844169326127,"Narinho"
481,1,0,0,0,1,0,0,2037,11,3,2,67,4.3910539,3.882,7.257728033,11.103663,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,1.55,0.435137636726722,"Narinho"
482,1,0,1,0,0,0,0,2062,13,3,2,70,4.064582967,0.7303236,6.248,3.836,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,1.57738,0.648433364462107,"Narinho"
483,1,0,1,0,0,0,0,2062,13,3,2,70,0.4490539,6.348,7.576,10.1728177,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.66667,0.634510522708297,"Narinho"
484,1,0,0,0,1,0,0,2037,11,3,2,67,6.4232637,3.22,7.1268142,10.59835483,16.7,9.1,149,16.7,9.2,149,163,86,214,162,85,302,1.68571,0.109129124321043,"Narinho"
485,1,0,1,0,0,0,0,2062,13,3,2,70,3.546941767,0.4490539,6.348,6.654,17.1,9.1,201,17,9.3,163,167,91,149,167,92,149,1.76786,0.461150331655517,"Narinho"
486,1,0,1,0,0,0,0,2062,13,3,2,70,0.6325127,6.348,4.744,10.76607887,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,1.875,0.952625688398257,"Narinho"
487,1,0,1,0,0,0,0,2062,13,3,2,70,1.517618,4.7677761,3.468,7.483230533,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,2.07738,0.828736786497757,"Narinho"
488,1,0,1,0,0,0,0,2062,13,3,2,70,1.3600291,6.3102833,3.37,10.0386372,17,9.3,163,16.7,9.1,149,167,92,149,163,86,214,2.13095,0.20486600138247,"Narinho"
